hora,nova_cabeceira,antiga_cabeceira,aero
1655054656000,14,32,FL
1655054665000,35L,17,SP
1655055536000,17,10,SV
1655055619000,16,31,CF
1655055707000,10,17,SV
1655056072000,21,14,FL
1655056124000,17,10,SV
1655073136000,11L,29L,BR
1655073256000,17,10,SV
1655074884000,10,17,SV
1655118444000,17,10,SV
1655077059000,17,10,SV
1655079186000,32,14,FL
1655080958000,15,33,KP
1655081383000,10,17,SV
1655084464000,18,12,RF
1655094536000,09R,27L,GR
1655057191000,14,21,FL
1655057368000,21,14,FL
1655057472000,14,21,FL
1655058321000,10,17,SV
1655059836000,33,26,CT
1655098540000,18,16,RF
1655103538000,17,10,SV
1655105688000,16,18,CF
1655105888000,10,17,SV
1655111076000,17,10,SV
1655112026000,02R,20L,RJ
1655115000000,15,21,GL
1655119348000,10,17,SV
1655115167000,18,16L,RF
1655116102000,10,17,SV
1655116275000,15,23,GL
1655119919000,35,10,SV
1655131561000,14,21,FL
1655131589000,15,18,CT
1655131931000,10,17,SV
1655120057000,02R,21,RJ
1655132097000,17R,12,SP
1655120282000,15,26,GL
1655132556000,02R,20L,RJ
1655120680000,10,35,SV
1655132897000,15,18,CT
1655121847000,17,15,SV
1655134210000,17,10,SV
1655135389000,20L,02R,RJ
1655145406000,21,14,FL
1655122201000,15,26,GL
1655146316000,03,21,FL
1655146341000,10,17,SV
1655135542000,02R,20L,RJ
1655135656000,21,14,FL
1655135704000,14,21,FL
1655135718000,10,17,SV
1655146851000,29,15,CT
1655146875000,15,29,CT
1655146928000,17,10,SV
1655147163000,14,07,FL
1655147169000,17R,18,SP
1655147422000,10,17,SV
1655147531000,14,07,FL
1655147879000,15,26,CT
1655148161000,15,33,GL
1655148421000,15,21,GL
1655148669000,21,14,FL
1655148744000,15,26,GL
1655148887000,14,21,FL
1655148996000,29,11,PA
1655149424000,17,10,SV
1655149602000,15,26,GL
1655149680000,10,17,SV
1655136698000,17,10,SV
1655136878000,10,17,SV
1655137268000,15,26,CT
1655137350000,17,10,SV
1655138531000,10,17,SV
1655138822000,21,25,FL
1655139210000,17,10,SV
1655139436000,10,17,SV
1655139659000,15,08,CT
1655139720000,15,17,KP
1655139909000,17R,15,SP
1655140027000,21,14,FL
1655140616000,20L,02R,RJ
1655151228000,14,15,FL
1655151231000,21,14,FL
1655151498000,14,21,FL
1655141012000,14,21,FL
1655122205000,15,21,GL
1655141416000,33,17,GL
1655141598000,15,17,KP
1655153017000,28,16L,SV
1655153041000,17R,21,SP
1655153493000,15,18,CT
1655153539000,15,26,GL
1655153887000,17,10,SV
1655122944000,21,32,FL
1655154289000,11,29,PA
1655154309000,11L,14,BR
1655154310000,21,14,FL
1655154931000,10,17,SV
1655155747000,15,26,GL
1655144349000,14,23,FL
1655144906000,17,10,SV
1655123219000,29,13,PA
1655156626000,14,21,FL
1655123749000,10,17,SV
1655157344000,17,10,SV
1655157567000,10,17,SV
1655157647000,17,10,SV
1655157768000,10,17,SV
1655123794000,32,21,FL
1655123950000,15,16,KP
1655159916000,15,18,CT
1655160081000,17,10,SV
1655124446000,18,12,RF
1655160597000,02R,20L,RJ
1655160678000,10,17,SV
1655124589000,17,10,SV
1655162277000,20L,02R,RJ
1655162785000,21,14,FL
1655170438000,17,10,SV
1655170685000,10,17,SV
1655164713000,14,21,FL
1655165119000,15,16,GL
1655165329000,17,10,SV
1655174961000,32,14,FL
1655125093000,10,17,SV
1655176224000,15,33,GL
1655190543000,17,10,SV
1655193042000,10,17,SV
1655165906000,10,17,SV
1655168304000,33,15,GL
1655125803000,21,32,FL
1655216322000,10,17,SV
1655216457000,15,18,KP
1655216474000,32,03,FL
1655195387000,18,20,RF
1655197386000,33,15,GL
1655197397000,02R,09R,RJ
1655197495000,09R,02R,GR
1655198437000,02R,20L,RJ
1655202554000,17,10,SV
1655203409000,10,17,SV
1655203725000,21,25,FL
1655205077000,14,21,FL
1655206250000,15,18,KP
1655206389000,32,14,FL
1655216680000,02R,21,RJ
1655217009000,17,10,SV
1655217052000,03,33,FL
1655217100000,10,17,SV
1655217401000,03,32,FL
1655218191000,32,03,FL
1655218765000,15,34,KP
1655219004000,17,10,SV
1655219176000,11L,08,BR
1655206961000,03,32,FL
1655207173000,32,03,FL
1655207363000,15,18,CT
1655219461000,03,32,FL
1655125893000,03,25,FL
1655126204000,15,08,CT
1655220199000,10,17,SV
1655126967000,03,21,FL
1655220491000,32,07,FL
1655220726000,32,03,FL
1655221303000,15,08,CT
1655221356000,20L,02R,RJ
1655208096000,17,10,SV
1655209269000,18,16,RF
1655209279000,09R,16,GR
1655209625000,21,32,FL
1655209776000,10,17,SV
1655210143000,17,10,SV
1655210244000,32,21,FL
1655210282000,17R,12,SP
1655210477000,10,17,SV
1655222152000,03,32,FL
1655210965000,11L,14,BR
1655127099000,29,31,PA
1655223022000,17,10,SV
1655127164000,17,10,SV
1655211352000,21,32,FL
1655224179000,02R,20L,RJ
1655127450000,10,17,SV
1655224932000,32,33,FL
1655225235000,15,12,KP
1655211927000,17R,12,SP
1655128533000,15,08,CT
1655212654000,17,10,SV
1655213188000,11R,08,BR
1655225334000,10,17,SV
1655225805000,09R,12,GR
1655225932000,17,10,SV
1655225975000,17R,18,SP
1655226104000,10,17,SV
1655226289000,17,10,SV
1655226549000,10,17,SV
1655226594000,15,33,KP
1655226830000,15,17R,KP
1655226905000,32,07,FL
1655213765000,15,18,KP
1655214171000,15,33,GL
1655214237000,10,17,SV
1655214464000,16,13,CF
1655214679000,32,25,FL
1655214725000,16,13,CF
1655215351000,17,10,SV
1655215385000,10,17,SV
1655215455000,15,24,GL
1655228194000,03,32,FL
1655228304000,20L,02R,RJ
1655228594000,32,03,FL
1655229159000,11,29,PA
1655229629000,15,20L,GL
1655229946000,20L,15,RJ
1655230226000,18,16,RF
1655230480000,17,10,SV
1655231353000,10,17,SV
1655231356000,20L,08,RJ
1655231454000,17R,16,SP
1655216125000,17,10,SV
1655216204000,03,32,FL
1655216247000,15,18,CT
1655231884000,21,32,FL
1655232005000,17,10,SV
1655232601000,21,07,FL
1655128631000,15,26,GL
1655128884000,15,26,GL
1655234226000,10,17,SV
1655129131000,14,03,FL
1655129258000,21,14,FL
1655130389000,20L,16,RJ
1655131027000,33,15,GL
1655236281000,32,05,FL
1655271570000,17,10,SV
1655278332000,10,17R,SV
1655131044000,17,10,SV
1655131315000,20L,16,RJ
1655280873000,17L,10,SP
1655282626000,10,17,SV
1655283816000,15,09,KP
1655237421000,03,05,FL
1655237751000,32,03,FL
1655299488000,15,25,KP
1655287159000,11R,15,BR
1655287917000,11,13,PA
1655288541000,33,15,CT
1655239252000,21,32,FL
1655288809000,17R,16,SP
1655299500000,03,32,FL
1655288931000,17,10,SV
1655299909000,15,16,KP
1655289756000,10,17,SV
1655290157000,18,16,RF
1655290701000,15,07,GL
1655240223000,15,03,GL
1655240519000,15,08,GL
1655240919000,15,03,GL
1655240948000,02R,20L,RJ
1655299935000,15,08,GL
1655300293000,17,10,SV
1655242661000,15,03,GL
1655243307000,17,10,SV
1655300834000,15,05,GL
1655243739000,32,21,FL
1655243868000,10,17,SV
1655244753000,20L,02R,RJ
1655293443000,03,32,FL
1655293652000,02R,07,RJ
1655301034000,32,03,FL
1655293851000,32,03,FL
1655301044000,15,19,KP
1655252006000,32,07,FL
1655252398000,02R,20L,RJ
1655301235000,15,12,KP
1655301625000,33,26,CT
1655301636000,15,16,KP
1655295584000,09R,16,GR
1655301673000,10,17,SV
1655296052000,32,25,FL
1655301676000,35R,17R,SP
1655296088000,09R,16,GR
1655302469000,11,36,CT
1655296434000,17,10,SV
1655296441000,15,14,KP
1655296629000,10,17,SV
1655303367000,29,11,PA
1655297868000,32,25,FL
1655298126000,17,10,SV
1655298554000,11,29,PA
1655311201000,03,07,FL
1655311232000,11R,21,BR
1655312128000,03,07,FL
1655299006000,10,17,SV
1655299013000,32,17,FL
1655312631000,11R,17,BR
1655304220000,17,10,SV
1655313203000,03,32,FL
1655313219000,20L,21,RJ
1655313332000,32,03,FL
1655313628000,03,32,FL
1655299332000,15,17,KP
1655304502000,15,17R,KP
1655314187000,17,10,SV
1655314189000,10,17,SV
1655306376000,16,09,CF
1655314292000,32,03,FL
1655314418000,18,15,RF
1655315104000,03,32,FL
1655315149000,03,07,FL
1655316271000,32,03,FL
1655323648000,35L,17,SP
1655323878000,29,31,PA
1655323932000,15,09R,KP
1655323995000,20L,26,RJ
1655324773000,17,10,SV
1655325071000,32,03,FL
1655325292000,03,32,FL
1655325417000,11,29,PA
1655325444000,10,17,SV
1655325662000,32,03,FL
1655325733000,09R,12,GR
1655307561000,10,17,SV
1655326547000,15,21,GL
1655326954000,17,10,SV
1655327631000,10,17,SV
1655328003000,17,10,SV
1655328320000,21,32,FL
1655328357000,10,17,SV
1655328511000,09R,17,GR
1655319394000,29,11,PA
1655319404000,15,14,KP
1655320632000,11R,14,BR
1655320687000,11R,17,BR
1655320769000,29,31,PA
1655307745000,03,32,FL
1655330003000,10,12,SV
1655330167000,32,21,FL
1655321619000,03,07,FL
1655308875000,20L,02R,RJ
1655321725000,11R,21,BR
1655321952000,03,33,FL
1655323027000,33,26,CT
1655323178000,17,10,SV
1655331212000,10,12,SV
1655331484000,17,10,SV
1655332040000,10,17,SV
1655332567000,15,33,CT
1655334733000,17,10,SV
1655335767000,10,17,SV
1655337444000,02R,20L,RJ
1655340747000,33,15,CT
1655343325000,15,33,CT
1655323325000,15,08,GL
1655323350000,10,17,SV
1655348984000,17,10,SV
1655308885000,29,11,PA
1655349206000,10,17,SV
1655309994000,11R,14,BR
1655352378000,17,10,SV
1655355495000,10,17,SV
1655357678000,18,12,RF
1655359403000,09L,15,GR
1655362318000,15,09L,GL
1655366443000,17,10,SV
1655367854000,29,11,PA
1655370192000,10,17,SV
1655371657000,35L,15,SP
1655374685000,35L,12,SP
1655374771000,11,29,PA
1655375130000,35,10,SV
1655375797000,28,35,SV
1655375897000,11L,02,BR
1655377002000,11L,14,BR
1655377416000,10,28,SV
1655378722000,02R,21,RJ
1655379136000,15,02R,GL
1655379614000,21,32,FL
1655381220000,32,21,FL
1655381921000,18,06,RF
1655382466000,16,17,CF
1655310315000,32,03,FL
1655383536000,18,12,RF
1655310780000,11R,05,BR
1655384059000,21,32,FL
1655384155000,15,18,CT
1655388548000,35,28,SV
1655388812000,28,35,SV
1655310819000,33,36,CT
1655310891000,09R,11R,GR
1655384505000,17,10,SV
1655384542000,10,17,SV
1655396869000,35L,17,SP
1655384963000,17,10,SV
1655385075000,32,21,FL
1655385150000,10,17,SV
1655389448000,15,21,GL
1655389643000,03,32,FL
1655389665000,17,28,SV
1655389792000,28,17,SV
1655389823000,18,12,RF
1655389857000,15,17,GL
1655385712000,35L,17,SP
1655397508000,03,32,FL
1655385791000,32,03,FL
1655385870000,18,12,RF
1655385896000,17,10,SV
1655385962000,28,17,SV
1655386052000,03,32,FL
1655390155000,32,03,FL
1655390403000,33,26,CT
1655386155000,15,08,GL
1655386166000,17,28,SV
1655397714000,17,28,SV
1655386576000,15,21,KP
1655390771000,17,28,SV
1655397840000,15,21,GL
1655397864000,28,17,SV
1655387009000,32,03,FL
1655387047000,11,13,PA
1655398282000,35R,05,SP
1655387343000,11R,14,BR
1655391703000,16,31,CF
1655387949000,28,17,SV
1655398365000,29,11,PA
1655392078000,33,26,CT
1655392082000,11,31,PA
1655392102000,28,17,SV
1655398553000,17,28,SV
1655392543000,33,15,CT
1655398651000,28,17,SV
1655398776000,32,03,FL
1655398790000,03,32,FL
1655393167000,03,05,FL
1655398978000,32,03,FL
1655399273000,11R,09,BR
1655393448000,15,11,KP
1655393538000,21,03,FL
1655399390000,17,28,SV
1655399459000,28,17,SV
1655394385000,17,28,SV
1655409211000,32,03,FL
1655409260000,03,07,FL
1655394564000,28,17,SV
1655399856000,20L,21,RJ
1655400023000,10,28,SV
1655395285000,32,21,FL
1655395657000,17,28,SV
1655395661000,29,33,CT
1655410321000,15,01,KP
1655410944000,03,32,FL
1655410979000,15,11,GL
1655395902000,33,29,CT
1655396230000,15,02,KP
1655410988000,17,10,SV
1655400156000,15,21,GL
1655396508000,28,17,SV
1655411543000,15,26,GL
1655400246000,17,10,SV
1655411657000,10,17,SV
1655401033000,10,17,SV
1655412025000,32,03,FL
1655402646000,17,10,SV
1655413897000,15,08,GL
1655417507000,17,10,SV
1655417579000,15,33,CT
1655417680000,10,17,SV
1655419411000,15,16,KP
1655467880000,17,28,SV
1655469151000,28,17,SV
1655469672000,15,16,GL
1655469933000,16,15,CF
1655425438000,02R,20L,RJ
1655403406000,11L,06L,BR
1655432441000,17,10,SV
1655434075000,10,17,SV
1655436567000,17,10,SV
1655437842000,10,17,SV
1655446379000,17,10,SV
1655448492000,10,17,SV
1655454175000,17,10,SV
1655471655000,17,28,SV
1655454189000,29,11,PA
1655403810000,03,32,FL
1655456813000,35L,17L,SP
1655458051000,11,29,PA
1655458118000,18,12,RF
1655473798000,09R,02R,GR
1655473854000,02R,09R,RJ
1655461921000,33,15,CT
1655462147000,10,17,SV
1655474253000,28,17,SV
1655403810000,33,26,CT
1655404267000,10,17,SV
1655474541000,15,26,GL
1655475249000,17,28,SV
1655464925000,17,10,SV
1655404322000,32,15,FL
1655404405000,15,23,GL
1655475981000,33,15,KP
1655476023000,28,17,SV
1655404730000,17,10,SV
1655476410000,03,32,FL
1655476666000,02R,03,RJ
1655466336000,28,17,SV
1655466680000,32,05,FL
1655476828000,32,03,FL
1655404757000,03,32,FL
1655405387000,15,23,GL
1655477828000,17,28,SV
1655405487000,33,26,CT
1655478859000,09R,11,GR
1655405530000,17L,35L,SP
1655479520000,09L,10,GR
1655479589000,28,17,SV
1655405877000,33,26,CT
1655479681000,17,28,SV
1655479770000,28,17,SV
1655479798000,15,05,GL
1655406310000,10,17,SV
1655480141000,17,28,SV
1655480569000,03,32,FL
1655406827000,11,29,PA
1655480711000,15,03,GL
1655406833000,33,26,CT
1655480897000,29,11,PA
1655481463000,32,03,FL
1655481484000,27L,09R,GR
1655481723000,28,17,SV
1655497556000,15,05,GL
1655482562000,17,28,SV
1655483087000,16,27,CF
1655484585000,28,17,SV
1655484741000,17,28,SV
1655484869000,28,17,SV
1655484881000,18,05,RF
1655485863000,11R,03,BR
1655486744000,17,28,SV
1655486898000,15,11R,GL
1655487163000,28,17,SV
1655488648000,14,32,FL
1655497789000,11R,15,BR
1655498847000,28,17,SV
1655498908000,15,03,GL
1655499476000,33,16,KP
1655489215000,35L,17,SP
1655407337000,17,10,SV
1655489417000,17,28,SV
1655489743000,33,15,KP
1655489751000,35L,30,SP
1655500888000,10,28,SV
1655407669000,10,17,SV
1655503596000,35L,30,SP
1655491017000,03,14,FL
1655407768000,15,16,KP
1655491035000,20L,02R,RJ
1655491188000,15,26,GL
1655507102000,02R,20L,RJ
1655491518000,28,17,SV
1655407774000,03,07,FL
1655407812000,15,08,GL
1655491775000,15,03,GL
1655491950000,34,16,CF
1655514433000,17,10,SV
1655557192000,21,14,FL
1655514637000,10,17,SV
1655515589000,17,10,SV
1655515996000,14,32,FL
1655516079000,10,17,SV
1655518552000,16,34,CF
1655518581000,18,15,RF
1655519879000,11L,32,BR
1655544088000,17,10,SV
1655544667000,10,17,SV
1655492790000,17,28,SV
1655493553000,28,17,SV
1655557234000,29,11,PA
1655495540000,17,28,SV
1655495636000,33,17,KP
1655558124000,29R,11R,BR
1655495720000,28,17,SV
1655496479000,32,07,FL
1655496549000,17,28,SV
1655550447000,15,10,GL
1655550757000,21,14,FL
1655551111000,17,10,SV
1655551199000,14,21,FL
1655551924000,21,14,FL
1655553051000,10,17,SV
1655553171000,14,21,FL
1655553548000,17,10,SV
1655553835000,10,17,SV
1655558584000,14,25,FL
1655558830000,17,10,SV
1655555250000,17,10,SV
1655559238000,17R,35L,SP
1655555750000,10,17,SV
1655570296000,21,03,FL
1655570304000,10,17,SV
1655560069000,10,17,SV
1655571599000,17,10,SV
1655560295000,15,03,GL
1655571599000,17R,12,SP
1655560382000,14,21,FL
1655571842000,10,17,SV
1655560723000,20L,02R,RJ
1655561443000,14,15,FL
1655573226000,14,21,FL
1655597248000,17,10,SV
1655597503000,21,14,FL
1655573548000,17,10,SV
1655574634000,29,31,PA
1655598278000,14,21,FL
1655599248000,10,17,SV
1655561534000,33,32,KP
1655575587000,17R,27L,SP
1655561563000,33,15,KP
1655576303000,27L,17R,GR
1655577198000,33,26,CT
1655606441000,11,29,PA
1655606808000,29,11,PA
1655631149000,17,10,SV
1655631413000,11,29,PA
1655577594000,18,15,RF
1655561629000,29,23,PA
1655561657000,21,14,FL
1655638510000,21,14,FL
1655638826000,14,21,FL
1655578967000,33,08,CT
1655561663000,33,08,CT
1655579198000,21,25,FL
1655579514000,09R,27L,GR
1655561763000,33,17,KP
1655579936000,10,17,SV
1655579940000,17,10,SV
1655639773000,10,17,SV
1655639821000,03,14,FL
1655640294000,17,10,SV
1655580152000,10,17,SV
1655580584000,21,25,FL
1655640766000,32,03,FL
1655561785000,29,11,PA
1655641099000,03,32,FL
1655641275000,10,17,SV
1655581814000,33,26,CT
1655581953000,15,33,KP
1655582150000,21,14,FL
1655582385000,17,10,SV
1655641892000,32,03,FL
1655641896000,11R,29L,BR
1655582617000,10,17,SV
1655562623000,17,10,SV
1655583058000,29L,14,BR
1655583317000,14,21,FL
1655583334000,29,21,PA
1655583384000,15,33,CT
1655583715000,21,14,FL
1655642708000,17,10,SV
1655642927000,10,17,SV
1655583968000,17,10,SV
1655584044000,33,18,CT
1655584730000,14,21,FL
1655563646000,14,21,FL
1655586164000,14,15,FL
1655586342000,10,17,SV
1655586368000,21,14,FL
1655586530000,17,10,SV
1655646450000,15,33,KP
1655646757000,15,01,KP
1655646830000,03,32,FL
1655646981000,15,26,CT
1655647297000,15,19,KP
1655647415000,32,03,FL
1655588629000,10,17,SV
1655648051000,17,10,SV
1655563869000,10,17,SV
1655648200000,18,15,RF
1655648220000,15,25,CT
1655648243000,16,09,CF
1655648451000,10,17,SV
1655590571000,21,07,FL
1655592316000,32,07,FL
1655593909000,21,32,FL
1655594514000,14,21,FL
1655654453000,17,10,SV
1655654565000,03,32,FL
1655654767000,16,13,CF
1655655403000,10,17,SV
1655655716000,17,10,SV
1655656081000,28,17,SV
1655648846000,03,32,FL
1655649250000,18,12,RF
1655649822000,17,10,SV
1655650054000,32,03,FL
1655650393000,29,11,PA
1655652291000,18,12,RF
1655653709000,10,17,SV
1655668188000,03,07,FL
1655668503000,03,32,FL
1655564085000,14,25,FL
1655668676000,17,28,SV
1655668730000,32,03,FL
1655668807000,15,08,GL
1655669286000,15,33,CT
1655669297000,02R,17,RJ
1655657453000,17,28,SV
1655657654000,28,17,SV
1655658006000,33,15,CT
1655658152000,03,21,FL
1655658603000,20L,21,RJ
1655658903000,17,28,SV
1655658973000,28,17,SV
1655659373000,32,03,FL
1655669855000,28,17,SV
1655669905000,15,33,KP
1655670025000,17,28,SV
1655671083000,28,17,SV
1655659823000,17,28,SV
1655564768000,17,10,SV
1655660060000,28,17,SV
1655660704000,17,28,SV
1655671991000,20L,02R,RJ
1655672325000,17,28,SV
1655673479000,28,17,SV
1655674907000,33,15,CT
1655565663000,21,14,FL
1655679235000,10,28,SV
1655662326000,03,25,FL
1655566300000,10,17,SV
1655566578000,17,10,SV
1655663763000,28,17,SV
1655664016000,17,28,SV
1655566767000,14,21,FL
1655567845000,03,14,FL
1655664658000,03,32,FL
1655664717000,33,15,KP
1655664813000,15,26,GL
1655665046000,18,15,RF
1655705189000,15,33,CT
1655716590000,02R,20L,RJ
1655721259000,15,21,GL
1655665260000,11,29,PA
1655568248000,18,15,RF
1655665866000,28,17,SV
1655665919000,03,07,FL
1655722526000,15,21,GL
1655722559000,35L,11,SP
1655722707000,15,21,GL
1655723154000,35L,17R,SP
1655723674000,15,21,GL
1655666347000,09R,17,GR
1655666649000,32,03,FL
1655568330000,16,13,CF
1655666939000,17,28,SV
1655569408000,10,17,SV
1655667467000,17L,16,SP
1655667650000,28,17,SV
1655667950000,17R,12,SP
1655724847000,11,35L,PA
1655725092000,03,32,FL
1655725193000,15,04,GL
1655725482000,32,03,FL
1655725912000,17,10,SV
1655725936000,10,17,SV
1655726160000,03,32,FL
1655727005000,32,03,FL
1655727400000,15,17,KP
1655727452000,33,15,CT
1655729171000,15,14,KP
1655569865000,33,36,CT
1655729883000,17,10,SV
1655727980000,32,03,FL
1655728529000,17,10,SV
1655728733000,10,17,SV
1655730344000,03,32,FL
1655570071000,17,10,SV
1655730616000,32,03,FL
1655730634000,10,17,SV
1655763633000,21,32,FL
1655731358000,03,32,FL
1655763681000,17R,35L,SP
1655731901000,11L,14,BR
1655764751000,15,36,KP
1655732377000,11L,33,BR
1655743609000,32,21,FL
1655743871000,03,32,FL
1655744235000,27L,09R,GR
1655744235000,32,03,FL
1655765334000,32,21,FL
1655744495000,32,25,FL
1655733566000,17,10,SV
1655768468000,17,10,SV
1655733698000,11R,06L,BR
1655733734000,10,17,SV
1655733857000,17,10,SV
1655733955000,32,03,FL
1655745175000,11L,13,BR
1655746096000,35L,27L,SP
1655746129000,27L,35L,GR
1655734008000,10,17,SV
1655746528000,17,10,SV
1655768559000,14,07,FL
1655746912000,10,17,SV
1655768804000,21,14,FL
1655735089000,17,10,SV
1655735196000,21,32,FL
1655748102000,15,14,KP
1655768978000,10,17,SV
1655769211000,11L,14,BR
1655749765000,03,32,FL
1655749880000,17,10,SV
1655736361000,09R,17,GR
1655736505000,03,21,FL
1655737049000,35L,17R,SP
1655737119000,32,03,FL
1655750395000,10,17,SV
1655750925000,18,15,RF
1655737425000,10,17,SV
1655770028000,14,21,FL
1655751581000,17,10,SV
1655770398000,11L,14,BR
1655752273000,10,17,SV
1655738311000,11L,15,BR
1655738503000,17,10,SV
1655738688000,21,32,FL
1655738884000,32,21,FL
1655752732000,17,10,SV
1655752864000,10,17,SV
1655770419000,21,14,FL
1655753672000,27L,16,GR
1655739287000,20L,02R,RJ
1655770727000,15,07,CT
1655740239000,10,17,SV
1655770833000,17R,12,SP
1655771087000,02R,20L,RJ
1655754959000,15,07,GL
1655755012000,32,03,FL
1655741004000,17,10,SV
1655755371000,09R,27L,GR
1655755914000,35,10,SV
1655755925000,10,35,SV
1655755933000,03,32,FL
1655756673000,14,03,FL
1655757850000,17,10,SV
1655759083000,15,21,GL
1655759874000,10,17,SV
1655760072000,17,10,SV
1655741686000,10,17,SV
1655742072000,21,32,FL
1655760965000,21,14,FL
1655761129000,10,17,SV
1655761221000,32,21,FL
1655772286000,18,16,RF
1655773137000,14,21,FL
1655814773000,10,17,SV
1655774187000,16,18,CF
1655814877000,15,14,KP
1655777025000,18,16L,RF
1655782246000,09L,15,GR
1655816271000,35L,18,SP
1655816275000,18,35L,RF
1655816681000,33,15,CT
1655826819000,29,11,PA
1655827432000,33,26,CT
1655827759000,11,29,PA
1655817120000,03,32,FL
1655817364000,32,03,FL
1655828706000,17,10,SV
1655783133000,18,15,RF
1655828802000,29,31,PA
1655817802000,17,10,SV
1655818228000,11L,14,BR
1655818826000,18,15,RF
1655829559000,10,17,SV
1655818885000,10,17,SV
1655783559000,32,14,FL
1655784756000,09R,33,GR
1655790359000,11L,14,BR
1655820005000,17,10,SV
1655820031000,10,17,SV
1655830821000,20L,02R,RJ
1655831812000,33,26,CT
1655802182000,35L,17R,SP
1655820647000,33,15,KP
1655820838000,11R,06L,BR
1655821262000,02R,03,RJ
1655821328000,18,15,RF
1655833606000,33,26,CT
